행정구역별,시점,거주외국인별1,거주외국인별2,합계,남자,여자
경기,2017,한국국적을 가지지 않은 자 (명),기타외국인,139464,79228,60236
경기,2017,한국국적을 취득한 자 (명),소계,53368,12950,40418
경기,2017,외국인주민자녀(출생) (명),소계,53152,27322,25830
경기,2018,총인구 (명),소계,13103188,6635106,6468082
경기,2018,합계 (명),소계,672791,376838,295953
경기,2018,한국국적을 가지지 않은 자 (명),소계,558197,333260,224937
경기,2018,한국국적을 가지지 않은 자 (명),외국인근로자,205140,156867,48273
경기,2018,한국국적을 가지지 않은 자 (명),결혼이민자,50059,11404,38655
경기,2018,한국국적을 가지지 않은 자 (명),유학생,19101,9978,9123
경기,2018,한국국적을 가지지 않은 자 (명),외국국적동포,118760,59679,59081
경기,2018,한국국적을 가지지 않은 자 (명),기타외국인,165137,95332,69805
경기,2018,한국국적을 취득한 자 (명),소계,57082,14040,43042
경기,2018,외국인주민자녀(출생) (명),소계,57512,29538,27974
경기,2019,총인구 (명),소계,13300900,6740448,6560452
경기,2019,합계 (명),소계,720090,403280,316810
경기,2019,한국국적을 가지지 않은 자 (명),소계,594795,355254,239541
경기,2019,한국국적을 가지지 않은 자 (명),외국인근로자,199634,153878,45756
경기,2019,한국국적을 가지지 않은 자 (명),결혼이민자,52697,12115,40582
경기,2019,한국국적을 가지지 않은 자 (명),유학생,21200,11021,10179
경기,2019,한국국적을 가지지 않은 자 (명),외국국적동포,124647,62430,62217
경기,2019,한국국적을 가지지 않은 자 (명),기타외국인,196617,115810,80807
경기,2019,한국국적을 취득한 자 (명),소계,60403,14724,45679
경기,2019,외국인주민자녀(출생) (명),소계,64892,33302,31590
경기,2020,총인구 (명),소계,13511676,6828367,6683309
경기,2020,합계 (명),소계,717900,390068,327832
경기,2020,한국국적을 가지지 않은 자 (명),소계,583462,338649,244813
경기,2020,한국국적을 가지지 않은 자 (명),외국인근로자,176517,137067,39450
경기,2020,한국국적을 가지지 않은 자 (명),결혼이민자,52907,12366,40541
경기,2020,한국국적을 가지지 않은 자 (명),유학생,19501,10327,9174
경기,2020,한국국적을 가지지 않은 자 (명),외국국적동포,145609,72871,72738
경기,2020,한국국적을 가지지 않은 자 (명),기타외국인,188928,106018,82910
경기,2020,한국국적을 취득한 자 (명),소계,65976,16401,49575
경기,2020,외국인주민자녀(출생) (명),소계,68462,35018,33444
경기,2021,총인구 (명),소계,13652529,6898723,6753806
경기,2021,합계 (명),소계,714497,382426,332071
경기,2021,한국국적을 가지지 않은 자 (명),소계,571204,327605,243599
경기,2021,한국국적을 가지지 않은 자 (명),외국인근로자,151037,117437,33600
경기,2021,한국국적을 가지지 않은 자 (명),결혼이민자,54467,12926,41541
경기,2021,한국국적을 가지지 않은 자 (명),유학생,22358,11435,10923
경기,2021,한국국적을 가지지 않은 자 (명),외국국적동포,160110,83331,76779
경기,2021,한국국적을 가지지 않은 자 (명),기타외국인,183232,102476,80756
경기,2021,한국국적을 취득한 자 (명),소계,70768,17779,52989
경기,2021,외국인주민자녀(출생) (명),소계,72525,37042,35483
경기,2022,총인구 (명),소계,13717827,6938563,6779264
경기,2022,합계 (명),소계,751507,404010,347497
경기,2022,한국국적을 가지지 않은 자 (명),소계,600925,346570,254355
경기,2022,한국국적을 가지지 않은 자 (명),외국인근로자,149618,118498,31120
경기,2022,한국국적을 가지지 않은 자 (명),결혼이민자,55848,13923,41925
경기,2022,한국국적을 가지지 않은 자 (명),유학생,28077,13814,14263
경기,2022,한국국적을 가지지 않은 자 (명),외국국적동포,174317,91736,82581
경기,2022,한국국적을 가지지 않은 자 (명),기타외국인,193065,108599,84466
경기,2022,한국국적을 취득한 자 (명),소계,75288,18964,56324
경기,2022,외국인주민자녀(출생) (명),소계,75294,38476,36818
강원,2015,총인구 (명),소계,1518040,-,-
강원,2015,합계 (명),소계,27253,13008,14245
강원,2015,한국국적을 가지지 않은 자 (명),소계,18306,9640,8666
강원,2015,한국국적을 가지지 않은 자 (명),외국인근로자,6255,5079,1176
강원,2015,한국국적을 가지지 않은 자 (명),결혼이민자,3666,278,3388
강원,2015,한국국적을 가지지 않은 자 (명),유학생,2057,987,1070
강원,2015,한국국적을 가지지 않은 자 (명),외국국적동포,1595,780,815
강원,2015,한국국적을 가지지 않은 자 (명),기타외국인,4733,2516,2217
강원,2015,한국국적을 취득한 자 (명),소계,2905,225,2680
강원,2015,한국국적을 취득한 자 (명),혼인귀화자,2185,61,2124
강원,2015,한국국적을 취득한 자 (명),기타사유,720,164,556
강원,2015,외국인주민자녀(출생) (명),소계,6042,3143,2899
강원,2015,외국인주민자녀(출생) (명),외국인 부모,33,17,16
강원,2015,외국인주민자녀(출생) (명),외국인-한국인부모,5717,2979,2738
강원,2015,외국인주민자녀(출생) (명),한국인 부모,292,147,145
강원,2015,외국인주민 세대수 (세대),소계,7304,-,-
강원,2016,총인구 (명),소계,1521751,-,-
강원,2016,합계 (명),소계,28469,13651,14818
강원,2016,한국국적을 가지지 않은 자 (명),소계,19364,10339,9025
강원,2016,한국국적을 가지지 않은 자 (명),외국인근로자,6533,5306,1227
강원,2016,한국국적을 가지지 않은 자 (명),결혼이민자,3547,265,3282
강원,2016,한국국적을 가지지 않은 자 (명),유학생,2358,1198,1160
강원,2016,한국국적을 가지지 않은 자 (명),외국국적동포,1584,766,818
강원,2016,한국국적을 가지지 않은 자 (명),기타외국인,5342,2804,2538
강원,2016,한국국적을 취득한 자 (명),소계,3221,252,2969
강원,2016,외국인주민자녀(출생) (명),소계,5884,3060,2824
강원,2017,총인구 (명),소계,1521386,-,-
강원,2017,합계 (명),소계,31123,15007,16116
강원,2017,한국국적을 가지지 않은 자 (명),소계,20996,11279,9717
강원,2017,한국국적을 가지지 않은 자 (명),외국인근로자,6528,5315,1213
강원,2017,한국국적을 가지지 않은 자 (명),결혼이민자,3538,301,3237
강원,2017,한국국적을 가지지 않은 자 (명),유학생,3288,1802,1486
강원,2017,한국국적을 가지지 않은 자 (명),외국국적동포,1779,853,926
강원,2017,한국국적을 가지지 않은 자 (명),기타외국인,5863,3008,2855
강원,2017,한국국적을 취득한 자 (명),소계,3451,264,3187
강원,2017,외국인주민자녀(출생) (명),소계,6676,3464,3212
강원,2018,총인구 (명),소계,1520391,768604,751787
강원,2018,합계 (명),소계,34682,16952,17730
강원,2018,한국국적을 가지지 않은 자 (명),소계,24149,13077,11072
강원,2018,한국국적을 가지지 않은 자 (명),외국인근로자,6553,5317,1236
강원,2018,한국국적을 가지지 않은 자 (명),결혼이민자,3645,335,3310
강원,2018,한국국적을 가지지 않은 자 (명),유학생,4248,2532,1716
강원,2018,한국국적을 가지지 않은 자 (명),외국국적동포,1818,885,933
강원,2018,한국국적을 가지지 않은 자 (명),기타외국인,7885,4008,3877
강원,2018,한국국적을 취득한 자 (명),소계,3567,282,3285
강원,2018,외국인주민자녀(출생) (명),소계,6966,3593,3373
강원,2019,총인구 (명),소계,1520127,767717,752410
강원,2019,합계 (명),소계,38504,18844,19660
강원,2019,한국국적을 가지지 않은 자 (명),소계,27008,14619,12389
강원,2019,한국국적을 가지지 않은 자 (명),외국인근로자,6550,5334,1216
강원,2019,한국국적을 가지지 않은 자 (명),결혼이민자,3873,371,3502
강원,2019,한국국적을 가지지 않은 자 (명),유학생,4406,2678,1728
강원,2019,한국국적을 가지지 않은 자 (명),외국국적동포,1854,867,987
강원,2019,한국국적을 가지지 않은 자 (명),기타외국인,10325,5369,4956
강원,2019,한국국적을 취득한 자 (명),소계,3786,286,3500
강원,2019,외국인주민자녀(출생) (명),소계,7710,3939,3771
강원,2020,총인구 (명),소계,1521763,767674,754089
강원,2020,합계 (명),소계,36659,17211,19448
강원,2020,한국국적을 가지지 않은 자 (명),소계,24654,12843,11811
강원,2020,한국국적을 가지지 않은 자 (명),외국인근로자,5830,4820,1010
강원,2020,한국국적을 가지지 않은 자 (명),결혼이민자,3927,391,3536
강원,2020,한국국적을 가지지 않은 자 (명),유학생,3876,2444,1432
강원,2020,한국국적을 가지지 않은 자 (명),외국국적동포,2123,979,1144
강원,2020,한국국적을 가지지 않은 자 (명),기타외국인,8898,4209,4689
강원,2020,한국국적을 취득한 자 (명),소계,4064,322,3742
강원,2020,외국인주민자녀(출생) (명),소계,7941,4046,3895
강원,2021,총인구 (명),소계,1521890,767067,754823
강원,2021,합계 (명),소계,37230,17300,19930
강원,2021,한국국적을 가지지 않은 자 (명),소계,24582,12713,11869
강원,2021,한국국적을 가지지 않은 자 (명),외국인근로자,5398,4409,989
강원,2021,한국국적을 가지지 않은 자 (명),결혼이민자,3868,394,3474
강원,2021,한국국적을 가지지 않은 자 (명),유학생,4131,2545,1586
강원,2021,한국국적을 가지지 않은 자 (명),외국국적동포,2312,1051,1261
강원,2021,한국국적을 가지지 않은 자 (명),기타외국인,8873,4314,4559
강원,2021,한국국적을 취득한 자 (명),소계,4367,360,4007
강원,2021,외국인주민자녀(출생) (명),소계,8281,4227,4054
강원,2022,총인구 (명),소계,1528037,770518,757519
강원,2022,합계 (명),소계,40989,19559,21430
강원,2022,한국국적을 가지지 않은 자 (명),소계,27633,14766,12867
강원,2022,한국국적을 가지지 않은 자 (명),외국인근로자,6089,4988,1101
강원,2022,한국국적을 가지지 않은 자 (명),결혼이민자,3800,442,3358
강원,2022,한국국적을 가지지 않은 자 (명),유학생,5058,3008,2050
강원,2022,한국국적을 가지지 않은 자 (명),외국국적동포,2443,1115,1328
강원,2022,한국국적을 가지지 않은 자 (명),기타외국인,10243,5213,5030
강원,2022,한국국적을 취득한 자 (명),소계,4777,410,4367
강원,2022,외국인주민자녀(출생) (명),소계,8579,4383,4196
충북,2015,총인구 (명),소계,1589347,-,-
충북,2015,합계 (명),소계,52073,29564,22509
충북,2015,한국국적을 가지지 않은 자 (명),소계,40758,25416,15342
충북,2015,한국국적을 가지지 않은 자 (명),외국인근로자,19075,15472,3603
충북,2015,한국국적을 가지지 않은 자 (명),결혼이민자,4900,559,4341
충북,2015,한국국적을 가지지 않은 자 (명),유학생,2304,1111,1193
충북,2015,한국국적을 가지지 않은 자 (명),외국국적동포,5155,3194,1961
충북,2015,한국국적을 가지지 않은 자 (명),기타외국인,9324,5080,4244
충북,2015,한국국적을 취득한 자 (명),소계,4226,535,3691
충북,2015,한국국적을 취득한 자 (명),혼인귀화자,3000,177,2823
충북,2015,한국국적을 취득한 자 (명),기타사유,1226,358,868
충북,2015,외국인주민자녀(출생) (명),소계,7089,3613,3476
충북,2015,외국인주민자녀(출생) (명),외국인 부모,100,49,51
충북,2015,외국인주민자녀(출생) (명),외국인-한국인부모,6740,3438,3302
충북,2015,외국인주민자녀(출생) (명),한국인 부모,249,126,123
충북,2015,외국인주민 세대수 (세대),소계,9347,-,-
충북,2016,총인구 (명),소계,1603404,-,-
충북,2016,합계 (명),소계,56660,32446,24214
충북,2016,한국국적을 가지지 않은 자 (명),소계,44901,28225,16676
충북,2016,한국국적을 가지지 않은 자 (명),외국인근로자,19718,16154,3564
충북,2016,한국국적을 가지지 않은 자 (명),결혼이민자,4841,548,4293
충북,2016,한국국적을 가지지 않은 자 (명),유학생,2951,1528,1423
충북,2016,한국국적을 가지지 않은 자 (명),외국국적동포,6453,4016,2437
충북,2016,한국국적을 가지지 않은 자 (명),기타외국인,10938,5979,4959
충북,2016,한국국적을 취득한 자 (명),소계,4592,564,4028
충북,2016,외국인주민자녀(출생) (명),소계,7167,3657,3510
충북,2017,총인구 (명),소계,1611009,-,-
충북,2017,합계 (명),소계,61246,34907,26339
충북,2017,한국국적을 가지지 않은 자 (명),소계,48237,30178,18059
충북,2017,한국국적을 가지지 않은 자 (명),외국인근로자,19087,15741,3346
충북,2017,한국국적을 가지지 않은 자 (명),결혼이민자,5005,615,4390
충북,2017,한국국적을 가지지 않은 자 (명),유학생,3388,1836,1552
충북,2017,한국국적을 가지지 않은 자 (명),외국국적동포,7846,4780,3066
충북,2017,한국국적을 가지지 않은 자 (명),기타외국인,12911,7206,5705
충북,2017,한국국적을 취득한 자 (명),소계,4877,588,4289
충북,2017,외국인주민자녀(출생) (명),소계,8132,4141,3991
충북,2018,총인구 (명),소계,1620935,826183,794752
충북,2018,합계 (명),소계,68641,39331,29310
충북,2018,한국국적을 가지지 않은 자 (명),소계,54835,34279,20556
충북,2018,한국국적을 가지지 않은 자 (명),외국인근로자,20263,16677,3586
충북,2018,한국국적을 가지지 않은 자 (명),결혼이민자,5279,700,4579
충북,2018,한국국적을 가지지 않은 자 (명),유학생,3919,2173,1746
충북,2018,한국국적을 가지지 않은 자 (명),외국국적동포,8883,5363,3520
충북,2018,한국국적을 가지지 않은 자 (명),기타외국인,16491,9366,7125
충북,2018,한국국적을 취득한 자 (명),소계,5112,625,4487
충북,2018,외국인주민자녀(출생) (명),소계,8694,4427,4267
충북,2019,총인구 (명),소계,1629343,832543,796800
충북,2019,합계 (명),소계,74880,42590,32290
충북,2019,한국국적을 가지지 않은 자 (명),소계,59783,37021,22762
충북,2019,한국국적을 가지지 않은 자 (명),외국인근로자,20077,16574,3503
충북,2019,한국국적을 가지지 않은 자 (명),결혼이민자,5601,765,4836
충북,2019,한국국적을 가지지 않은 자 (명),유학생,4408,2504,1904
충북,2019,한국국적을 가지지 않은 자 (명),외국국적동포,9342,5560,3782
충북,2019,한국국적을 가지지 않은 자 (명),기타외국인,20355,11618,8737
충북,2019,한국국적을 취득한 자 (명),소계,5382,604,4778
충북,2019,외국인주민자녀(출생) (명),소계,9715,4965,4750
충북,2020,총인구 (명),소계,1632088,833819,798269
충북,2020,합계 (명),소계,73064,40533,32531
충북,2020,한국국적을 가지지 않은 자 (명),소계,57094,34651,22443
충북,2020,한국국적을 가지지 않은 자 (명),외국인근로자,18099,15048,3051
충북,2020,한국국적을 가지지 않은 자 (명),결혼이민자,5670,785,4885
충북,2020,한국국적을 가지지 않은 자 (명),유학생,3822,2311,1511
충북,2020,한국국적을 가지지 않은 자 (명),외국국적동포,10466,6063,4403
충북,2020,한국국적을 가지지 않은 자 (명),기타외국인,19037,10444,8593
충북,2020,한국국적을 취득한 자 (명),소계,5816,695,5121
충북,2020,외국인주민자녀(출생) (명),소계,10154,5187,4967
충북,2021,총인구 (명),소계,1624764,828073,796691
충북,2021,합계 (명),소계,73529,39904,33625
충북,2021,한국국적을 가지지 않은 자 (명),소계,56631,33711,22920
충북,2021,한국국적을 가지지 않은 자 (명),외국인근로자,16392,13626,2766
충북,2021,한국국적을 가지지 않은 자 (명),결혼이민자,5672,806,4866
충북,2021,한국국적을 가지지 않은 자 (명),유학생,3864,2256,1608
충북,2021,한국국적을 가지지 않은 자 (명),외국국적동포,11637,6664,4973
충북,2021,한국국적을 가지지 않은 자 (명),기타외국인,19066,10359,8707
충북,2021,한국국적을 취득한 자 (명),소계,6212,748,5464
충북,2021,외국인주민자녀(출생) (명),소계,10686,5445,5241
충북,2022,총인구 (명),소계,1624993,830923,794070
충북,2022,합계 (명),소계,79411,43962,35449
충북,2022,한국국적을 가지지 않은 자 (명),소계,61617,37524,24093
충북,2022,한국국적을 가지지 않은 자 (명),외국인근로자,18428,15556,2872
충북,2022,한국국적을 가지지 않은 자 (명),결혼이민자,5570,841,4729
충북,2022,한국국적을 가지지 않은 자 (명),유학생,4568,2662,1906
충북,2022,한국국적을 가지지 않은 자 (명),외국국적동포,12789,7232,5557
충북,2022,한국국적을 가지지 않은 자 (명),기타외국인,20262,11233,9029
충북,2022,한국국적을 취득한 자 (명),소계,6820,830,5990
충북,2022,외국인주민자녀(출생) (명),소계,10974,5608,5366
충남,2015,총인구 (명),소계,2107802,-,-
충남,2015,합계 (명),소계,88189,50609,37580
충남,2015,한국국적을 가지지 않은 자 (명),소계,71082,44171,26911
충남,2015,한국국적을 가지지 않은 자 (명),외국인근로자,33720,26857,6863
충남,2015,한국국적을 가지지 않은 자 (명),결혼이민자,7836,835,7001
충남,2015,한국국적을 가지지 않은 자 (명),유학생,4159,1973,2186
충남,2015,한국국적을 가지지 않은 자 (명),외국국적동포,9429,5713,3716
충남,2015,한국국적을 가지지 않은 자 (명),기타외국인,15938,8793,7145
충남,2015,한국국적을 취득한 자 (명),소계,6199,850,5349
충남,2015,한국국적을 취득한 자 (명),혼인귀화자,4323,293,4030
충남,2015,한국국적을 취득한 자 (명),기타사유,1876,557,1319
충남,2015,외국인주민자녀(출생) (명),소계,10908,5588,5320
충남,2015,외국인주민자녀(출생) (명),외국인 부모,171,90,81
충남,2015,외국인주민자녀(출생) (명),외국인-한국인부모,10335,5279,5056
충남,2015,외국인주민자녀(출생) (명),한국인 부모,402,219,183
충남,2015,외국인주민 세대수 (세대),소계,14722,-,-
충남,2016,총인구 (명),소계,2132566,-,-
충남,2016,합계 (명),소계,95553,54736,40817
충남,2016,한국국적을 가지지 않은 자 (명),소계,77533,48042,29491
충남,2016,한국국적을 가지지 않은 자 (명),외국인근로자,34044,27348,6696
충남,2016,한국국적을 가지지 않은 자 (명),결혼이민자,8020,824,7196
충남,2016,한국국적을 가지지 않은 자 (명),유학생,5032,2283,2749
충남,2016,한국국적을 가지지 않은 자 (명),외국국적동포,12263,7541,4722
충남,2016,한국국적을 가지지 않은 자 (명),기타외국인,18174,10046,8128
충남,2016,한국국적을 취득한 자 (명),소계,6843,973,5870
충남,2016,외국인주민자녀(출생) (명),소계,11177,5721,5456
충남,2017,총인구 (명),소계,2162426,-,-
충남,2017,합계 (명),소계,104854,59560,45294
충남,2017,한국국적을 가지지 않은 자 (명),소계,84752,52102,32650
충남,2017,한국국적을 가지지 않은 자 (명),외국인근로자,33806,27259,6547
충남,2017,한국국적을 가지지 않은 자 (명),결혼이민자,8162,916,7246
충남,2017,한국국적을 가지지 않은 자 (명),유학생,6149,2872,3277
충남,2017,한국국적을 가지지 않은 자 (명),외국국적동포,15100,9096,6004
충남,2017,한국국적을 가지지 않은 자 (명),기타외국인,21535,11959,9576
충남,2017,한국국적을 취득한 자 (명),소계,7474,1003,6471
충남,2017,외국인주민자녀(출생) (명),소계,12628,6455,6173
충남,2018,총인구 (명),소계,2181416,1119996,1061420
충남,2018,합계 (명),소계,117094,66392,50702
충남,2018,한국국적을 가지지 않은 자 (명),소계,95838,58511,37327
충남,2018,한국국적을 가지지 않은 자 (명),외국인근로자,35275,28482,6793
충남,2018,한국국적을 가지지 않은 자 (명),결혼이민자,8564,1027,7537
충남,2018,한국국적을 가지지 않은 자 (명),유학생,7170,3449,3721
충남,2018,한국국적을 가지지 않은 자 (명),외국국적동포,17012,10080,6932
충남,2018,한국국적을 가지지 않은 자 (명),기타외국인,27817,15473,12344
충남,2018,한국국적을 취득한 자 (명),소계,7832,1059,6773
충남,2018,외국인주민자녀(출생) (명),소계,13424,6822,6602
충남,2019,총인구 (명),소계,2188649,1124678,1063971
충남,2019,합계 (명),소계,127057,71691,55366
충남,2019,한국국적을 가지지 않은 자 (명),소계,104018,63093,40925
충남,2019,한국국적을 가지지 않은 자 (명),외국인근로자,34757,28133,6624
충남,2019,한국국적을 가지지 않은 자 (명),결혼이민자,9089,1140,7949
충남,2019,한국국적을 가지지 않은 자 (명),유학생,7662,3775,3887
충남,2019,한국국적을 가지지 않은 자 (명),외국국적동포,17827,10510,7317
충남,2019,한국국적을 가지지 않은 자 (명),기타외국인,34683,19535,15148
충남,2019,한국국적을 취득한 자 (명),소계,8234,1055,7179
충남,2019,외국인주민자녀(출생) (명),소계,14805,7543,7262
충남,2020,총인구 (명),소계,2176636,1117575,1059061
충남,2020,합계 (명),소계,123430,67705,55725
충남,2020,한국국적을 가지지 않은 자 (명),소계,99166,58706,40460
충남,2020,한국국적을 가지지 않은 자 (명),외국인근로자,31406,25416,5990
충남,2020,한국국적을 가지지 않은 자 (명),결혼이민자,9032,1166,7866
충남,2020,한국국적을 가지지 않은 자 (명),유학생,6816,3405,3411
충남,2020,한국국적을 가지지 않은 자 (명),외국국적동포,19604,11268,8336
충남,2020,한국국적을 가지지 않은 자 (명),기타외국인,32308,17451,14857
충남,2020,한국국적을 취득한 자 (명),소계,8946,1196,7750
충남,2020,외국인주민자녀(출생) (명),소계,15318,7803,7515
충남,2021,총인구 (명),소계,2175960,1116818,1059142
충남,2021,합계 (명),소계,124492,67153,57339
충남,2021,한국국적을 가지지 않은 자 (명),소계,98612,57610,41002
충남,2021,한국국적을 가지지 않은 자 (명),외국인근로자,28266,22847,5419
충남,2021,한국국적을 가지지 않은 자 (명),결혼이민자,9129,1252,7877
충남,2021,한국국적을 가지지 않은 자 (명),유학생,7310,3705,3605
충남,2021,한국국적을 가지지 않은 자 (명),외국국적동포,21702,12512,9190
충남,2021,한국국적을 가지지 않은 자 (명),기타외국인,32205,17294,14911
충남,2021,한국국적을 취득한 자 (명),소계,9801,1362,8439
충남,2021,외국인주민자녀(출생) (명),소계,16079,8181,7898
충남,2022,총인구 (명),소계,2193214,1128115,1065099
충남,2022,합계 (명),소계,136006,74133,61873
충남,2022,한국국적을 가지지 않은 자 (명),소계,108619,64105,44514
충남,2022,한국국적을 가지지 않은 자 (명),외국인근로자,30108,24540,5568
충남,2022,한국국적을 가지지 않은 자 (명),결혼이민자,9082,1370,7712
충남,2022,한국국적을 가지지 않은 자 (명),유학생,9001,4645,4356
충남,2022,한국국적을 가지지 않은 자 (명),외국국적동포,25314,14521,10793
충남,2022,한국국적을 가지지 않은 자 (명),기타외국인,35114,19029,16085
충남,2022,한국국적을 취득한 자 (명),소계,10718,1522,9196
충남,2022,외국인주민자녀(출생) (명),소계,16669,8506,8163
전북,2015,총인구 (명),소계,1834114,-,-
전북,2015,합계 (명),소계,44184,21790,22394
전북,2015,한국국적을 가지지 않은 자 (명),소계,29930,16421,13509
전북,2015,한국국적을 가지지 않은 자 (명),외국인근로자,11168,9181,1987
전북,2015,한국국적을 가지지 않은 자 (명),결혼이민자,5727,382,5345
전북,2015,한국국적을 가지지 않은 자 (명),유학생,2737,1372,1365
전북,2015,한국국적을 가지지 않은 자 (명),외국국적동포,1993,1070,923
전북,2015,한국국적을 가지지 않은 자 (명),기타외국인,8305,4416,3889
전북,2015,한국국적을 취득한 자 (명),소계,4510,254,4256
전북,2015,한국국적을 취득한 자 (명),혼인귀화자,3576,53,3523
전북,2015,한국국적을 취득한 자 (명),기타사유,934,201,733
전북,2015,외국인주민자녀(출생) (명),소계,9744,5115,4629
전북,2015,외국인주민자녀(출생) (명),외국인 부모,89,49,40
전북,2015,외국인주민자녀(출생) (명),외국인-한국인부모,9291,4871,4420
전북,2015,외국인주민자녀(출생) (명),한국인 부모,364,195,169
전북,2015,외국인주민 세대수 (세대),소계,11292,-,-
전북,2016,총인구 (명),소계,1833168,-,-
전북,2016,합계 (명),소계,45836,22557,23279
전북,2016,한국국적을 가지지 않은 자 (명),소계,31549,17261,14288
전북,2016,한국국적을 가지지 않은 자 (명),외국인근로자,11045,9160,1885
전북,2016,한국국적을 가지지 않은 자 (명),결혼이민자,5768,388,5380
전북,2016,한국국적을 가지지 않은 자 (명),유학생,3342,1677,1665
전북,2016,한국국적을 가지지 않은 자 (명),외국국적동포,1986,1104,882
전북,2016,한국국적을 가지지 않은 자 (명),기타외국인,9408,4932,4476
전북,2016,한국국적을 취득한 자 (명),소계,4800,291,4509
전북,2016,외국인주민자녀(출생) (명),소계,9487,5005,4482
전북,2017,총인구 (명),소계,1826174,-,-
전북,2017,합계 (명),소계,49840,24301,25539
전북,2017,한국국적을 가지지 않은 자 (명),소계,33764,18246,15518
전북,2017,한국국적을 가지지 않은 자 (명),외국인근로자,10419,8650,1769
전북,2017,한국국적을 가지지 않은 자 (명),결혼이민자,5817,433,5384
전북,2017,한국국적을 가지지 않은 자 (명),유학생,5095,2745,2350
전북,2017,한국국적을 가지지 않은 자 (명),외국국적동포,2135,1165,970
전북,2017,한국국적을 가지지 않은 자 (명),기타외국인,10298,5253,5045
전북,2017,한국국적을 취득한 자 (명),소계,5083,302,4781
전북,2017,외국인주민자녀(출생) (명),소계,10993,5753,5240
전북,2018,총인구 (명),소계,1818157,907683,910474
전북,2018,합계 (명),소계,55940,27479,28461
전북,2018,한국국적을 가지지 않은 자 (명),소계,39131,21151,17980
전북,2018,한국국적을 가지지 않은 자 (명),외국인근로자,10863,9076,1787
전북,2018,한국국적을 가지지 않은 자 (명),결혼이민자,5938,472,5466
전북,2018,한국국적을 가지지 않은 자 (명),유학생,7001,3982,3019
전북,2018,한국국적을 가지지 않은 자 (명),외국국적동포,2158,1158,1000
전북,2018,한국국적을 가지지 않은 자 (명),기타외국인,13171,6463,6708
전북,2018,한국국적을 취득한 자 (명),소계,5227,320,4907
전북,2018,외국인주민자녀(출생) (명),소계,11582,6008,5574
전북,2019,총인구 (명),소계,1807423,902704,904719
전북,2019,합계 (명),소계,62151,30942,31209
전북,2019,한국국적을 가지지 않은 자 (명),소계,43960,24077,19883
전북,2019,한국국적을 가지지 않은 자 (명),외국인근로자,11096,9335,1761
전북,2019,한국국적을 가지지 않은 자 (명),결혼이민자,6000,521,5479
전북,2019,한국국적을 가지지 않은 자 (명),유학생,8234,4853,3381
전북,2019,한국국적을 가지지 않은 자 (명),외국국적동포,2177,1136,1041
전북,2019,한국국적을 가지지 않은 자 (명),기타외국인,16453,8232,8221
전북,2019,한국국적을 취득한 자 (명),소계,5595,313,5282
전북,2019,외국인주민자녀(출생) (명),소계,12596,6552,6044
전북,2020,총인구 (명),소계,1802766,899058,903708
전북,2020,합계 (명),소계,61316,29731,31585
전북,2020,한국국적을 가지지 않은 자 (명),소계,42366,22607,19759
전북,2020,한국국적을 가지지 않은 자 (명),외국인근로자,10475,8865,1610
전북,2020,한국국적을 가지지 않은 자 (명),결혼이민자,6059,554,5505
전북,2020,한국국적을 가지지 않은 자 (명),유학생,8251,4954,3297
전북,2020,한국국적을 가지지 않은 자 (명),외국국적동포,2413,1233,1180
전북,2020,한국국적을 가지지 않은 자 (명),기타외국인,15168,7001,8167
전북,2020,한국국적을 취득한 자 (명),소계,5945,346,5599
전북,2020,외국인주민자녀(출생) (명),소계,13005,6778,6227
전북,2021,총인구 (명),소계,1787053,891295,895758
전북,2021,합계 (명),소계,60684,29026,31658
전북,2021,한국국적을 가지지 않은 자 (명),소계,41047,21681,19366
전북,2021,한국국적을 가지지 않은 자 (명),외국인근로자,9464,7956,1508
전북,2021,한국국적을 가지지 않은 자 (명),결혼이민자,5903,561,5342
전북,2021,한국국적을 가지지 않은 자 (명),유학생,8593,5129,3464
전북,2021,한국국적을 가지지 않은 자 (명),외국국적동포,2543,1314,1229
전북,2021,한국국적을 가지지 않은 자 (명),기타외국인,14544,6721,7823
전북,2021,한국국적을 취득한 자 (명),소계,6272,370,5902
전북,2021,외국인주민자녀(출생) (명),소계,13365,6975,6390
전북,2022,총인구 (명),소계,1774248,885708,888540
전북,2022,합계 (명),소계,65119,31822,33297
전북,2022,한국국적을 가지지 않은 자 (명),소계,44728,24323,20405
전북,2022,한국국적을 가지지 않은 자 (명),외국인근로자,10705,8973,1732
전북,2022,한국국적을 가지지 않은 자 (명),결혼이민자,5722,596,5126
전북,2022,한국국적을 가지지 않은 자 (명),유학생,9502,5518,3984
전북,2022,한국국적을 가지지 않은 자 (명),외국국적동포,2680,1389,1291
전북,2022,한국국적을 가지지 않은 자 (명),기타외국인,16119,7847,8272
전북,2022,한국국적을 취득한 자 (명),소계,6777,427,6350
전북,2022,외국인주민자녀(출생) (명),소계,13614,7072,6542
전남,2015,총인구 (명),소계,1799044,-,-
전남,2015,합계 (명),소계,50864,27233,23631
전남,2015,한국국적을 가지지 않은 자 (명),소계,34611,21107,13504
전남,2015,한국국적을 가지지 않은 자 (명),외국인근로자,16824,14838,1986
전남,2015,한국국적을 가지지 않은 자 (명),결혼이민자,6773,359,6414
전남,2015,한국국적을 가지지 않은 자 (명),유학생,1227,628,599
